idx,treespec,prod_wd,bark,Country,2021 ,2018 ,2015 ,2012 ,2009 ,2006 ,2003 ,2000 ,1997 ,1994 ,1991 ,1988 
"A,CONIF,RW_IN,THS_M3,UNBK,EL",CONIF,RW_IN,UNBK,EL,,,211.36,226.13,170.96,302.68,311.18,411.39,356.0,471.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,ES",CONIF,RW_IN,UNBK,ES,7326.31,8031.71,6183.47,4935.45,5348.58,7710.0,8645.0,7794.0,7590.0,8047.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,EU27_2020",CONIF,RW_IN,UNBK,EU27_2020,,,261856.58,240855.12,,,250051.0,,,,,
"A,CONIF,RW_IN,THS_M3,UNBK,FI",CONIF,RW_IN,UNBK,FI,48628.87,50632.5,42924.67,37941.53,30016.54,39575.25,43117.0,44368.75,42181.0,39489.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,FR",CONIF,RW_IN,UNBK,FR,18270.92,16927.62,16432.86,16538.52,20918.67,18973.05,17979.39,26305.18,17363.41,17293.39,17009.15,16365.37
"A,CONIF,RW_IN,THS_M3,UNBK,HR",CONIF,RW_IN,UNBK,HR,741.06,992.17,775.33,972.0,607.0,724.0,514.0,464.0,415.0,374.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,HU",CONIF,RW_IN,UNBK,HU,869.78,819.44,808.39,731.86,579.0,703.0,615.0,608.8,475.0,455.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,IE",CONIF,RW_IN,UNBK,IE,,,2702.13,2374.59,2258.55,2649.0,2635.2,2581.2,2084.0,1923.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,IS",CONIF,RW_IN,UNBK,IS,1.4,1.0,,2.72,,0.0,0.0,0.0,0.0,0.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,IT",CONIF,RW_IN,UNBK,IT,,1317.47,1292.45,,1406.04,1340.52,1011.0,1098.0,1075.0,1301.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,LI",CONIF,RW_IN,UNBK,LI,3.04,7.99,4.23,6.36,9.0,8.5,,,8.0,19.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,LT",CONIF,RW_IN,UNBK,LT,3115.0,3248.0,2713.0,2932.0,2123.03,2470.0,2940.0,2430.0,2480.0,1680.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,LU",CONIF,RW_IN,UNBK,LU,174.39,238.13,159.95,111.19,113.03,132.04,123.61,120.3,,,,
"A,CONIF,RW_IN,THS_M3,UNBK,LV",CONIF,RW_IN,UNBK,LV,8661.0,7959.52,8045.74,6040.14,6635.63,7772.3,6552.3,8676.0,4120.0,2500.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,MT",CONIF,RW_IN,UNBK,MT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,NL",CONIF,RW_IN,UNBK,NL,451.72,467.91,550.0,443.9,488.77,599.72,544.0,645.0,694.0,576.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,NO",CONIF,RW_IN,UNBK,NO,11153.28,10577.62,9992.24,8711.33,6528.21,7214.37,6939.0,7416.56,8071.0,8049.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,PL",CONIF,RW_IN,UNBK,PL,31130.51,33217.75,27937.61,25062.46,23420.1,21655.5,19965.0,18811.0,15225.0,12920.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,PT",CONIF,RW_IN,UNBK,PT,3098.5,3907.18,2690.09,2847.46,3419.45,3500.9,3332.0,4982.0,4575.0,4922.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,RO",CONIF,RW_IN,UNBK,RO,5759.8,4868.55,5006.84,5393.96,4228.1,3760.0,6199.0,4586.5,4810.0,3754.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,SE",CONIF,RW_IN,UNBK,SE,66134.0,61167.0,63760.0,59645.0,56150.0,54500.0,57600.0,54060.0,52910.0,48900.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,SI",CONIF,RW_IN,UNBK,SI,1790.28,3245.73,2860.0,1663.09,1468.41,1775.63,1549.0,1209.0,1172.0,1201.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,SK",CONIF,RW_IN,UNBK,SK,3678.0,5527.27,4424.52,4134.23,5924.13,4642.97,3214.0,3062.0,3423.0,2707.0,,
"A,CONIF,RW_IN,THS_M3,UNBK,UK",CONIF,RW_IN,UNBK,UK,8607.81,8554.33,8507.46,8671.77,7516.43,7943.0,7482.0,7121.0,7022.0,7087.0,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,AT",CONIF,RW_IN_LG,OVBK,AT,11355.83,11278.24,10297.22,10481.62,9874.41,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,BE",CONIF,RW_IN_LG,OVBK,BE,,,,,1870.0,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,BG",CONIF,RW_IN_LG,OVBK,BG,1295.8,1363.04,1393.0,1200.0,684.0,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,CH",CONIF,RW_IN_LG,OVBK,CH,2446.3,2710.25,2284.96,,2831.49,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,CY",CONIF,RW_IN_LG,OVBK,CY,,,,4.98,6.13,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,CZ",CONIF,RW_IN_LG,OVBK,CZ,,,,9739.57,9165.2,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,DE",CONIF,RW_IN_LG,OVBK,DE,,,,25802.57,25379.12,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,DK",CONIF,RW_IN_LG,OVBK,DK,,,871.3,,740.3,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,EE",CONIF,RW_IN_LG,OVBK,EE,3595.0,4123.0,3570.0,3000.0,2200.0,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,EL",CONIF,RW_IN_LG,OVBK,EL,,,,202.0,322.54,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,ES",CONIF,RW_IN_LG,OVBK,ES,3856.16,5101.04,3275.15,2804.64,2765.81,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,FI",CONIF,RW_IN_LG,OVBK,FI,28168.41,28420.03,23809.58,20821.41,16316.43,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,FR",CONIF,RW_IN_LG,OVBK,FR,15839.0,14599.03,13715.25,13239.43,17265.32,15633.11,15096.37,22588.17,14220.02,13744.14,14053.14,13356.12
"A,CONIF,RW_IN_LG,THS_M3,OVBK,HR",CONIF,RW_IN_LG,OVBK,HR,,,,,,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,HU",CONIF,RW_IN_LG,OVBK,HU,283.35,191.9,202.64,185.49,144.8,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,IE",CONIF,RW_IN_LG,OVBK,IE,2860.0,2405.0,1711.89,1558.91,1643.06,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,IS",CONIF,RW_IN_LG,OVBK,IS,,,,0.29,,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,IT",CONIF,RW_IN_LG,OVBK,IT,,1286.37,860.09,614.95,601.95,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,LI",CONIF,RW_IN_LG,OVBK,LI,3.19,8.74,4.66,7.0,9.0,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,LT",CONIF,RW_IN_LG,OVBK,LT,2728.95,2812.0,2326.19,2399.55,1896.2,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,LU",CONIF,RW_IN_LG,OVBK,LU,53.76,118.63,83.54,92.42,93.95,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,LV",CONIF,RW_IN_LG,OVBK,LV,6572.5,5738.65,5732.97,4308.68,5454.1,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,MT",CONIF,RW_IN_LG,OVBK,MT,,0.0,,0.0,0.0,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,NL",CONIF,RW_IN_LG,OVBK,NL,190.27,224.91,362.1,307.5,342.14,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,NO",CONIF,RW_IN_LG,OVBK,NO,7461.12,6651.16,5994.95,4903.68,3359.32,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,PL",CONIF,RW_IN_LG,OVBK,PL,17440.35,16624.66,14810.49,13051.69,12284.85,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,PT",CONIF,RW_IN_LG,OVBK,PT,2646.93,2735.37,2755.19,0.0,3278.21,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,RO",CONIF,RW_IN_LG,OVBK,RO,5257.09,4465.24,4660.34,5246.26,4201.5,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,SE",CONIF,RW_IN_LG,OVBK,SE,44965.0,41496.0,42840.0,39000.0,32890.0,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,SI",CONIF,RW_IN_LG,OVBK,SI,1677.73,2837.07,2455.56,1544.01,1347.86,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,SK",CONIF,RW_IN_LG,OVBK,SK,3132.77,4434.03,3523.3,3334.74,4231.52,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,OVBK,UK",CONIF,RW_IN_LG,OVBK,UK,,7169.94,7002.82,6822.32,5759.51,,,,,,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,AT",CONIF,RW_IN_LG,UNBK,AT,10139.14,10069.86,9193.95,9358.59,8816.44,11078.0,10181.0,7614.0,8027.0,7953.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,BE",CONIF,RW_IN_LG,UNBK,BE,,,,,1700.0,2100.0,1950.0,1930.0,,,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,BG",CONIF,RW_IN_LG,UNBK,BG,1178.0,1239.13,1266.36,1000.43,622.0,858.0,852.0,868.0,403.0,459.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,CH",CONIF,RW_IN_LG,UNBK,CH,2223.91,2463.86,2077.23,,2573.9,3289.29,2950.0,6225.0,2392.0,2802.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,CY",CONIF,RW_IN_LG,UNBK,CY,2.38,1.81,2.66,3.98,4.9,4.02,7.22,11.36,22.0,24.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,CZ",CONIF,RW_IN_LG,UNBK,CZ,,13993.0,8468.0,7911.0,8332.0,9355.0,8108.0,7370.0,6221.0,5156.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,DE",CONIF,RW_IN_LG,UNBK,DE,44611.03,38098.96,27024.61,23456.88,23071.92,34451.0,26901.0,31712.0,22094.0,19741.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,DK",CONIF,RW_IN_LG,UNBK,DK,,,792.09,,673.0,578.0,390.17,1157.0,435.0,461.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,EE",CONIF,RW_IN_LG,UNBK,EE,3268.18,3748.18,3245.0,2700.0,1980.0,2200.0,3650.0,2430.0,1425.0,912.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,EL",CONIF,RW_IN_LG,UNBK,EL,,,,,141.25,246.54,268.17,283.98,239.0,371.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,ES",CONIF,RW_IN_LG,UNBK,ES,3354.86,4437.91,2849.38,2440.04,2406.25,4395.0,5800.0,5276.0,4183.0,4675.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,EU27_2020",CONIF,RW_IN_LG,UNBK,EU27_2020,,,159121.7,144227.9,,,158462.23,,,,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,FI",CONIF,RW_IN_LG,UNBK,FI,25067.2,25293.34,21183.44,18526.22,14513.81,21004.05,23593.0,24772.74,23772.0,22012.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,FR",CONIF,RW_IN_LG,UNBK,FR,13451.12,12398.09,11647.55,11243.47,14415.4,13413.81,12868.1,19395.48,12111.55,11737.3,11948.17,11382.71
"A,CONIF,RW_IN_LG,THS_M3,UNBK,HR",CONIF,RW_IN_LG,UNBK,HR,516.53,718.78,492.51,860.0,504.0,561.0,452.0,406.0,324.0,259.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,HU",CONIF,RW_IN_LG,UNBK,HU,226.68,153.52,162.11,148.39,115.8,142.0,177.0,105.3,147.0,86.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,IE",CONIF,RW_IN_LG,UNBK,IE,,,1556.27,1417.19,1493.69,1782.0,1874.5,1582.2,1264.0,1312.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,IS",CONIF,RW_IN_LG,UNBK,IS,,,,0.27,,0.0,0.0,0.0,0.0,0.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,IT",CONIF,RW_IN_LG,UNBK,IT,,1169.42,716.74,,535.17,484.61,653.0,701.0,721.0,798.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,LI",CONIF,RW_IN_LG,UNBK,LI,2.9,7.94,4.23,6.36,9.0,7.5,,,8.0,19.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,LT",CONIF,RW_IN_LG,UNBK,LT,2415.0,2491.0,2061.0,2126.0,1680.03,1810.0,2015.0,1900.0,1560.0,1113.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,LU",CONIF,RW_IN_LG,UNBK,LU,45.69,100.84,72.64,,85.41,110.57,90.77,62.4,,,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,LV",CONIF,RW_IN_LG,UNBK,LV,5975.0,5216.96,5211.79,3916.98,4958.27,5886.0,4353.3,6680.0,2450.0,1400.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,MT",CONIF,RW_IN_LG,UNBK,MT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,NL",CONIF,RW_IN_LG,UNBK,NL,153.53,181.52,292.8,249.3,277.72,349.69,335.0,441.0,414.0,253.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,NO",CONIF,RW_IN_LG,UNBK,NO,6782.83,6101.67,5449.95,4457.89,3053.93,3714.6,3929.88,4079.11,4537.0,4282.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,PL",CONIF,RW_IN_LG,UNBK,PL,15697.88,14963.69,13330.77,11835.18,11057.47,10444.7,9168.0,9399.0,8025.0,7726.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,PT",CONIF,RW_IN_LG,UNBK,PT,1851.0,1912.84,1926.71,2004.05,2458.66,2396.1,2363.0,3546.0,3500.0,3796.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,RO",CONIF,RW_IN_LG,UNBK,RO,4932.43,4197.05,4438.42,4842.3,3748.0,2783.0,4687.0,3422.8,2720.0,1800.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,SE",CONIF,RW_IN_LG,UNBK,SE,39100.0,36400.0,35700.0,32500.0,29900.0,31500.0,35000.0,32730.0,33700.0,28500.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,SI",CONIF,RW_IN_LG,UNBK,SI,1509.95,2553.36,2210.0,1389.61,1213.08,1422.09,939.0,786.0,718.0,720.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,SK",CONIF,RW_IN_LG,UNBK,SK,2724.15,3855.68,3202.98,3031.58,3813.04,2932.01,1786.0,1788.0,1888.0,1353.0,,
"A,CONIF,RW_IN_LG,THS_M3,UNBK,UK",CONIF,RW_IN_LG,UNBK,UK,6297.78,6401.74,6252.52,6091.36,5142.42,5252.0,4814.0,4396.0,4001.0,4054.0,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,AT",CONIF,RW_IN_O,OVBK,AT,0.0,0.0,0.0,0.0,0.0,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,BE",CONIF,RW_IN_O,OVBK,BE,,,,,110.0,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,BG",CONIF,RW_IN_O,OVBK,BG,34.5,51.91,51.8,64.0,33.0,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,CH",CONIF,RW_IN_O,OVBK,CH,14.44,5.89,11.03,,12.41,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,CY",CONIF,RW_IN_O,OVBK,CY,,,,0.09,0.04,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,CZ",CONIF,RW_IN_O,OVBK,CZ,,,,88.72,79.2,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,DE",CONIF,RW_IN_O,OVBK,DE,,,,1736.59,1622.82,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,DK",CONIF,RW_IN_O,OVBK,DK,,,52.7,,89.1,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,EE",CONIF,RW_IN_O,OVBK,EE,30.0,30.0,30.0,30.0,35.0,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,EL",CONIF,RW_IN_O,OVBK,EL,,,,46.74,74.63,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,ES",CONIF,RW_IN_O,OVBK,ES,202.59,202.39,123.48,120.01,205.35,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,FI",CONIF,RW_IN_O,OVBK,FI,0.0,0.0,0.0,0.0,0.0,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,FR",CONIF,RW_IN_O,OVBK,FR,343.0,274.8,348.5,327.75,92.08,195.6,233.39,186.69,196.87,276.57,303.0,215.0
"A,CONIF,RW_IN_O,THS_M3,OVBK,HR",CONIF,RW_IN_O,OVBK,HR,,,,,,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,HU",CONIF,RW_IN_O,OVBK,HU,127.8,195.15,279.32,165.33,100.3,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,IE",CONIF,RW_IN_O,OVBK,IE,128.0,128.0,180.13,138.83,95.82,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,IS",CONIF,RW_IN_O,OVBK,IS,,,,2.69,,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,IT",CONIF,RW_IN_O,OVBK,IT,,,297.42,408.86,549.02,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,LI",CONIF,RW_IN_O,OVBK,LI,0.0,0.0,0.0,0.0,0.0,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,LT",CONIF,RW_IN_O,OVBK,LT,0.0,0.0,0.0,0.0,0.0,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,LU",CONIF,RW_IN_O,OVBK,LU,110.07,117.43,0.0,21.73,22.08,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,LV",CONIF,RW_IN_O,OVBK,LV,715.0,611.49,804.46,886.44,818.69,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,MT",CONIF,RW_IN_O,OVBK,MT,,0.0,,0.0,0.0,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,NL",CONIF,RW_IN_O,OVBK,NL,40.83,19.7,10.0,12.8,45.96,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,NO",CONIF,RW_IN_O,OVBK,NO,94.45,70.86,0.0,24.92,23.94,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,PL",CONIF,RW_IN_O,OVBK,PL,634.96,972.59,1135.07,1318.81,1269.46,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,PT",CONIF,RW_IN_O,OVBK,PT,187.55,227.84,97.36,0.0,200.0,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,RO",CONIF,RW_IN_O,OVBK,RO,234.04,203.35,205.62,265.63,307.3,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,SE",CONIF,RW_IN_O,OVBK,SE,172.5,171.0,300.0,300.0,275.0,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,SI",CONIF,RW_IN_O,OVBK,SI,20.0,37.04,111.11,45.88,49.09,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,SK",CONIF,RW_IN_O,OVBK,SK,29.55,27.88,20.9,20.9,32.37,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,OVBK,UK",CONIF,RW_IN_O,OVBK,UK,,472.02,497.59,541.5,580.39,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,AT",CONIF,RW_IN_O,UNBK,AT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,410.0,410.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,BE",CONIF,RW_IN_O,UNBK,BE,,,,,100.0,125.0,150.0,50.0,,,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,BG",CONIF,RW_IN_O,UNBK,BG,31.37,47.19,47.09,63.61,30.0,70.0,65.5,65.5,85.0,80.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,CH",CONIF,RW_IN_O,UNBK,CH,12.99,5.3,9.93,,11.19,15.49,0.0,0.0,60.0,60.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,CY",CONIF,RW_IN_O,UNBK,CY,0.45,0.05,0.05,0.07,0.03,0.03,0.02,0.04,0.1,0.1,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,CZ",CONIF,RW_IN_O,UNBK,CZ,,83.0,69.0,68.0,72.0,75.0,370.0,385.0,286.0,650.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,DE",CONIF,RW_IN_O,UNBK,DE,153.23,73.6,1540.0,1578.72,1475.29,1557.0,2110.0,3024.0,777.0,600.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,DK",CONIF,RW_IN_O,UNBK,DK,,,47.91,,81.0,17.0,128.76,448.0,318.0,325.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,EE",CONIF,RW_IN_O,UNBK,EE,27.27,27.27,27.27,27.0,31.5,50.0,550.0,350.0,200.0,171.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,EL",CONIF,RW_IN_O,UNBK,EL,,,,,0.0,56.14,43.01,54.57,20.0,30.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,ES",CONIF,RW_IN_O,UNBK,ES,176.26,176.08,107.43,104.41,178.66,106.0,675.0,360.0,350.0,828.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,EU27_2020",CONIF,RW_IN_O,UNBK,EU27_2020,,,5322.69,5811.2,,,,,,,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,FI",CONIF,RW_IN_O,UNBK,FI,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,FR",CONIF,RW_IN_O,UNBK,FR,294.98,236.33,299.71,281.87,79.19,168.21,200.71,160.56,169.31,237.85,260.58,184.9
"A,CONIF,RW_IN_O,THS_M3,UNBK,HR",CONIF,RW_IN_O,UNBK,HR,2.86,3.45,1.64,30.0,36.0,51.0,24.0,26.0,10.0,17.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,HU",CONIF,RW_IN_O,UNBK,HU,102.24,156.12,223.46,132.26,80.3,261.0,154.0,214.3,164.0,29.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,IE",CONIF,RW_IN_O,UNBK,IE,,,163.75,126.21,87.11,107.0,137.7,0.0,0.0,0.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,IS",CONIF,RW_IN_O,UNBK,IS,,,,2.45,,0.0,,,0.0,0.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,IT",CONIF,RW_IN_O,UNBK,IT,,,247.85,,499.59,411.23,186.0,271.0,260.0,345.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,LI",CONIF,RW_IN_O,UNBK,LI,0.0,0.0,0.0,,0.0,0.0,,,0.0,0.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,LT",CONIF,RW_IN_O,UNBK,LT,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,40.0,195.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,LU",CONIF,RW_IN_O,UNBK,LU,93.56,99.81,0.0,,20.08,8.6,17.24,55.9,,,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,LV",CONIF,RW_IN_O,UNBK,LV,650.0,555.9,731.33,805.86,744.26,720.0,457.0,400.0,47.0,200.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,MT",CONIF,RW_IN_O,UNBK,MT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,NL",CONIF,RW_IN_O,UNBK,NL,34.9,16.28,8.4,10.5,38.28,20.16,89.0,79.0,57.0,100.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,NO",CONIF,RW_IN_O,UNBK,NO,85.86,64.42,0.0,22.66,21.76,25.73,26.06,24.05,190.0,190.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,PL",CONIF,RW_IN_O,UNBK,PL,571.52,875.42,1021.67,1187.05,1142.63,1560.8,1697.0,1569.0,1678.0,966.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,PT",CONIF,RW_IN_O,UNBK,PT,131.16,159.33,68.09,179.41,150.0,150.0,150.0,150.0,145.0,156.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,RO",CONIF,RW_IN_O,UNBK,RO,219.58,191.14,195.83,245.18,274.1,676.0,376.0,192.7,650.0,786.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,SE",CONIF,RW_IN_O,UNBK,SE,150.0,150.0,250.0,250.0,250.0,400.0,400.0,400.0,460.0,200.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,SI",CONIF,RW_IN_O,UNBK,SI,18.0,33.33,100.0,41.29,44.18,22.19,158.0,121.0,79.0,217.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,SK",CONIF,RW_IN_O,UNBK,SK,25.7,24.24,19.03,19.0,29.17,624.2,169.0,116.0,65.0,97.0,,
"A,CONIF,RW_IN_O,THS_M3,UNBK,UK",CONIF,RW_IN_O,UNBK,UK,414.78,421.45,444.28,483.48,518.21,382.0,304.0,372.0,397.0,481.0,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,AT",CONIF,RW_IN_PW,OVBK,AT,2835.15,3081.27,2662.84,2887.53,2830.79,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,BE",CONIF,RW_IN_PW,OVBK,BE,,,,,1100.0,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,BG",CONIF,RW_IN_PW,OVBK,BG,1120.92,1471.17,1225.48,927.0,469.0,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,CH",CONIF,RW_IN_PW,OVBK,CH,375.95,383.19,249.94,,292.37,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,CY",CONIF,RW_IN_PW,OVBK,CY,,,,0.0,0.0,,,,,,,
"A,CONIF,RW_IN_PW,THS_M3,OVBK,CZ",CONIF,RW_IN_PW,OVBK,CZ,,,,5109.2,4932.4,,,,,,,
