idx,treespec,prod_wd,bark,Country,2021 ,2018 ,2015 ,2012 ,2009 ,2006 ,2003 ,2000 ,1997 ,1994 ,1991 ,1988 
"A,NCONIF,RW_FW,THS_M3,UNBK,ES",NCONIF,RW_FW,UNBK,ES,1311.79,1608.77,1626.98,2500.0,1500.0,1292.0,1700.0,1280.0,2634.0,1853.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,EU27_2020",NCONIF,RW_FW,UNBK,EU27_2020,,,66522.95,68548.57,,,53629.26,,,,,
"A,NCONIF,RW_FW,THS_M3,UNBK,FI",NCONIF,RW_FW,UNBK,FI,4613.92,4211.54,4018.05,3991.39,3371.78,2665.67,2580.01,2761.0,2674.0,2716.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,FR",NCONIF,RW_FW,UNBK,FR,24053.0,21733.37,23365.88,23894.57,22829.78,22207.5,22583.73,23750.05,25993.78,27843.2,29454.89,25764.81
"A,NCONIF,RW_FW,THS_M3,UNBK,HR",NCONIF,RW_FW,UNBK,HR,2080.0,2108.47,1706.19,1517.0,848.0,888.0,961.0,894.0,1000.0,1013.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,HU",NCONIF,RW_FW,UNBK,HU,2762.31,2712.41,2538.81,2846.15,2737.8,3147.0,2718.0,2509.4,1828.0,2017.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,IE",NCONIF,RW_FW,UNBK,IE,,,97.67,104.61,80.0,11.0,22.05,23.0,18.0,7.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,IS",NCONIF,RW_FW,UNBK,IS,0.7,1.0,,0.27,,0.0,0.0,0.0,0.0,0.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,IT",NCONIF,RW_FW,UNBK,IT,,2930.64,2348.61,,4771.16,5072.99,5134.0,5059.0,4912.0,5180.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,LI",NCONIF,RW_FW,UNBK,LI,1.88,2.62,2.52,10.5,11.0,4.0,,,3.0,2.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,LT",NCONIF,RW_FW,UNBK,LT,1287.0,1308.0,1371.0,1490.0,1171.29,720.0,690.0,1000.0,489.0,439.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,LU",NCONIF,RW_FW,UNBK,LU,21.54,38.62,41.19,,12.73,5.22,14.12,16.9,,,,
"A,NCONIF,RW_FW,THS_M3,UNBK,LV",NCONIF,RW_FW,UNBK,LV,2625.0,2150.0,1000.0,703.8,934.92,250.0,534.29,738.0,1565.0,810.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,MT",NCONIF,RW_FW,UNBK,MT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,NL",NCONIF,RW_FW,UNBK,NL,1911.47,1944.0,1257.0,240.0,240.0,240.0,240.0,160.0,123.0,155.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,NO",NCONIF,RW_FW,UNBK,NO,1091.73,1096.57,1099.75,1195.77,1490.66,1661.55,798.0,493.16,225.0,353.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,PL",NCONIF,RW_FW,UNBK,PL,2330.32,2672.76,2802.58,2455.95,2080.96,1869.2,1710.0,806.0,817.0,993.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,PT",NCONIF,RW_FW,UNBK,PT,1317.58,902.5,770.69,400.0,400.0,400.0,400.0,400.0,365.0,315.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,RO",NCONIF,RW_FW,UNBK,RO,5098.57,4468.12,4061.73,4302.04,3275.2,3602.0,2534.0,2700.2,3133.0,2097.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,SE",NCONIF,RW_FW,UNBK,SE,2750.0,2733.0,3500.0,2950.0,2950.0,2000.0,2950.0,2950.0,1900.0,1900.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,SI",NCONIF,RW_FW,UNBK,SI,937.33,920.11,1039.71,948.49,868.84,873.97,359.0,532.0,546.0,234.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,SK",NCONIF,RW_FW,UNBK,SK,272.42,261.49,322.05,294.74,234.56,164.61,143.0,128.0,76.0,290.0,,
"A,NCONIF,RW_FW,THS_M3,UNBK,UK",NCONIF,RW_FW,UNBK,UK,612.5,612.5,350.0,350.0,350.0,219.0,131.0,131.0,131.0,131.0,,
"A,NCONIF,RW_IN,THS_M3,OVBK,AT",NCONIF,RW_IN,OVBK,AT,952.26,1263.18,1118.86,1001.81,895.95,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,BE",NCONIF,RW_IN,OVBK,BE,,,,1144.52,957.0,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,BG",NCONIF,RW_IN,OVBK,BG,1038.25,1161.77,1315.65,1516.0,1375.0,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,CH",NCONIF,RW_IN,OVBK,CH,421.44,460.52,498.66,468.11,474.93,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,CY",NCONIF,RW_IN,OVBK,CY,,,,0.51,1.5,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,CZ",NCONIF,RW_IN,OVBK,CZ,,,,1559.14,969.1,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,DE",NCONIF,RW_IN,OVBK,DE,,,,10712.33,7746.74,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,DK",NCONIF,RW_IN,OVBK,DK,,,264.2,449.24,448.8,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,EE",NCONIF,RW_IN,OVBK,EE,2487.0,2849.0,2470.0,1930.0,1495.0,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,EL",NCONIF,RW_IN,OVBK,EL,,,,109.98,160.97,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,ES",NCONIF,RW_IN,OVBK,ES,7931.77,8686.68,7862.49,8659.23,8399.3,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,FI",NCONIF,RW_IN,OVBK,FI,10611.74,11449.64,9857.66,7716.84,7096.16,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,FR",NCONIF,RW_IN,OVBK,FR,9052.0,10056.75,9861.45,9621.79,9340.98,11018.42,10860.93,14940.43,13187.73,13609.38,15159.0,15065.0
"A,NCONIF,RW_IN,THS_M3,OVBK,HR",NCONIF,RW_IN,OVBK,HR,,,,,,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,HU",NCONIF,RW_IN,OVBK,HU,2739.85,2692.35,2728.92,2734.17,2159.9,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,IE",NCONIF,RW_IN,OVBK,IE,15.0,3.0,3.37,1.17,3.24,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,IS",NCONIF,RW_IN,OVBK,IS,0.2,0.0,,0.02,,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,IT",NCONIF,RW_IN,OVBK,IT,,1066.98,968.07,1132.94,1393.84,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,LI",NCONIF,RW_IN,OVBK,LI,0.14,0.21,0.16,1.0,1.0,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,LT",NCONIF,RW_IN,OVBK,LT,1823.59,2241.0,1795.71,2019.19,1753.6,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,LU",NCONIF,RW_IN,OVBK,LU,72.0,147.35,174.19,170.28,158.67,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,LV",NCONIF,RW_IN,OVBK,LV,5210.4,4838.93,3658.42,5848.09,2484.48,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,MT",NCONIF,RW_IN,OVBK,MT,,0.0,,0.0,0.0,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,NL",NCONIF,RW_IN,OVBK,NL,229.66,348.38,347.9,256.6,279.06,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,NO",NCONIF,RW_IN,OVBK,NO,343.4,308.61,199.75,91.29,123.14,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,PL",NCONIF,RW_IN,OVBK,PL,8283.95,9054.62,8822.29,7962.2,7838.28,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,PT",NCONIF,RW_IN,OVBK,PT,10980.65,10173.04,10014.99,0.0,6761.74,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,RO",NCONIF,RW_IN,OVBK,RO,5921.33,5818.17,5542.27,6128.26,4886.7,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,SE",NCONIF,RW_IN,OVBK,SE,6161.58,7461.3,4240.0,4553.0,3660.0,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,SI",NCONIF,RW_IN,OVBK,SI,939.23,718.54,1012.99,592.56,509.8,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,SK",NCONIF,RW_IN,OVBK,SK,3840.87,3907.17,4812.3,4176.45,2887.11,,,,,,,
"A,NCONIF,RW_IN,THS_M3,OVBK,UK",NCONIF,RW_IN,OVBK,UK,,134.72,163.68,132.34,135.9,,,,,,,
"A,NCONIF,RW_IN,THS_M3,UNBK,AT",NCONIF,RW_IN,UNBK,AT,850.24,1127.84,998.98,894.47,799.95,916.0,945.0,810.0,985.0,1036.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,BE",NCONIF,RW_IN,UNBK,BE,,979.03,979.03,953.8,870.0,1030.0,1040.0,1180.0,,,,
"A,NCONIF,RW_IN,THS_M3,UNBK,BG",NCONIF,RW_IN,UNBK,BG,943.86,1056.15,1096.38,1234.87,1147.0,1252.0,1368.39,1383.4,998.0,940.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,CH",NCONIF,RW_IN,UNBK,CH,389.17,425.16,460.27,432.11,438.74,547.91,500.0,819.0,772.0,607.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,CY",NCONIF,RW_IN,UNBK,CY,0.03,0.26,0.39,0.42,1.23,0.52,0.49,0.58,1.2,1.8,,
"A,NCONIF,RW_IN,THS_M3,UNBK,CZ",NCONIF,RW_IN,UNBK,CZ,,830.0,956.0,1181.0,881.0,1035.0,990.0,1310.0,1352.0,703.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,DE",NCONIF,RW_IN,UNBK,DE,3917.9,6749.07,8378.5,8926.94,6455.62,8787.0,9002.0,9314.0,5993.0,7825.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,DK",NCONIF,RW_IN,UNBK,DK,,,220.17,374.36,408.0,136.0,122.81,300.0,370.0,490.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,EE",NCONIF,RW_IN,UNBK,EE,2072.5,2374.17,2058.67,1737.0,1345.5,1400.0,2500.0,2290.0,1120.0,1338.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,EL",NCONIF,RW_IN,UNBK,EL,,,112.03,91.65,115.66,159.28,288.07,232.14,293.0,266.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,ES",NCONIF,RW_IN,UNBK,ES,6773.64,7425.43,6721.15,6691.35,6551.46,6399.0,5430.0,4927.0,4843.0,4943.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,EU27_2020",NCONIF,RW_IN,UNBK,EU27_2020,,,79083.88,79839.75,,,77834.14,,,,,
"A,NCONIF,RW_IN,THS_M3,UNBK,FI",NCONIF,RW_IN,UNBK,FI,9173.98,9897.93,8521.76,6672.6,6134.68,5946.06,6128.0,5778.32,5576.0,5155.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,FR",NCONIF,RW_IN,UNBK,FR,7917.61,8793.03,8617.17,8406.66,8162.1,9618.75,9479.39,13170.87,11560.76,11934.8,13309.59,13226.92
"A,NCONIF,RW_IN,THS_M3,UNBK,HR",NCONIF,RW_IN,UNBK,HR,2114.63,2222.21,2634.4,3185.0,2773.0,2813.0,2354.0,2229.0,1629.0,1430.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,HU",NCONIF,RW_IN,UNBK,HU,2254.78,2218.59,2256.41,2255.34,1785.7,1964.0,2389.0,2696.3,1867.0,2006.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,IE",NCONIF,RW_IN,UNBK,IE,,,3.06,1.06,2.95,6.0,18.0,18.9,33.0,35.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,IS",NCONIF,RW_IN,UNBK,IS,0.2,0.0,,0.02,,0.0,0.0,0.0,0.0,0.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,IT",NCONIF,RW_IN,UNBK,IT,,889.15,756.02,,1322.04,1672.23,1628.0,2551.0,2849.0,2683.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,LI",NCONIF,RW_IN,UNBK,LI,0.12,0.18,0.13,0.83,1.0,3.5,,,1.0,2.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,LT",NCONIF,RW_IN,UNBK,LT,1614.0,1985.0,1591.0,1789.0,1553.69,2170.0,2015.0,1620.0,1520.0,576.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,LU",NCONIF,RW_IN,UNBK,LU,61.2,125.25,151.47,141.91,144.25,122.75,115.29,121.4,,,,
"A,NCONIF,RW_IN,THS_M3,UNBK,LV",NCONIF,RW_IN,UNBK,LV,4342.0,4032.45,3048.68,5316.45,2070.4,4093.3,5372.7,3948.0,1937.0,2090.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,MT",NCONIF,RW_IN,UNBK,MT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,NL",NCONIF,RW_IN,UNBK,NL,196.21,298.49,298.7,220.8,237.36,216.96,210.0,234.0,292.0,287.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,NO",NCONIF,RW_IN,UNBK,NO,298.61,258.27,166.46,76.08,102.62,68.11,50.0,61.23,186.0,225.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,PL",NCONIF,RW_IN,UNBK,PL,7456.31,8149.97,7940.85,7909.83,7055.15,7111.3,7239.0,5678.0,4872.0,3791.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,PT",NCONIF,RW_IN,UNBK,PT,8784.52,8138.43,8011.99,7263.35,5544.62,6703.74,5741.0,5249.0,3853.0,4397.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,RO",NCONIF,RW_IN,UNBK,RO,5575.5,5567.55,5228.56,5656.38,4359.2,5694.0,6338.0,5529.5,5027.0,5886.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,SE",NCONIF,RW_IN,UNBK,SE,5266.0,6545.0,3540.0,3954.0,3050.0,4200.0,3600.0,3340.0,3490.0,3200.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,SI",NCONIF,RW_IN,UNBK,SI,882.88,675.43,952.21,557.01,479.21,419.94,683.0,512.0,490.0,508.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,SK",NCONIF,RW_IN,UNBK,SK,3491.7,3551.97,4010.3,3480.38,2576.77,2918.47,2837.0,2824.0,2181.0,1981.0,,
"A,NCONIF,RW_IN,THS_M3,UNBK,UK",NCONIF,RW_IN,UNBK,UK,107.77,117.86,143.2,115.78,118.9,164.0,361.0,441.0,584.0,604.0,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,AT",NCONIF,RW_IN_LG,OVBK,AT,314.04,364.59,332.45,330.5,323.08,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,BE",NCONIF,RW_IN_LG,OVBK,BE,,,,,682.0,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,BG",NCONIF,RW_IN_LG,OVBK,BG,380.66,411.75,458.01,476.0,395.0,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,CH",NCONIF,RW_IN_LG,OVBK,CH,244.08,250.47,254.61,,294.02,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,CY",NCONIF,RW_IN_LG,OVBK,CY,,,,0.49,1.49,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,CZ",NCONIF,RW_IN_LG,OVBK,CZ,,,,1092.46,572.0,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,DE",NCONIF,RW_IN_LG,OVBK,DE,,,,3809.93,2891.36,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,DK",NCONIF,RW_IN_LG,OVBK,DK,,,182.5,,256.46,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,EE",NCONIF,RW_IN_LG,OVBK,EE,1052.0,1207.0,920.0,700.0,530.0,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,EL",NCONIF,RW_IN_LG,OVBK,EL,,,,92.39,135.22,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,ES",NCONIF,RW_IN_LG,OVBK,ES,893.26,1168.76,1091.35,1246.91,1187.35,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,FI",NCONIF,RW_IN_LG,OVBK,FI,1159.21,1232.34,1063.58,899.48,773.51,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,FR",NCONIF,RW_IN_LG,OVBK,FR,5015.0,5442.86,5144.68,4978.38,5228.0,5854.23,5718.86,9598.45,7845.28,8130.73,9724.0,9572.0
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,HR",NCONIF,RW_IN_LG,OVBK,HR,,,,,,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,HU",NCONIF,RW_IN_LG,OVBK,HU,1332.11,1442.39,1210.58,1267.67,1040.0,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,IE",NCONIF,RW_IN_LG,OVBK,IE,9.0,3.0,3.37,1.17,3.24,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,IS",NCONIF,RW_IN_LG,OVBK,IS,,,,0.01,,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,IT",NCONIF,RW_IN_LG,OVBK,IT,,865.72,419.49,565.59,652.22,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,LI",NCONIF,RW_IN_LG,OVBK,LI,0.14,0.16,0.16,1.0,1.0,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,LT",NCONIF,RW_IN_LG,OVBK,LT,1141.3,1365.0,1259.59,1433.41,1198.2,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,LU",NCONIF,RW_IN_LG,OVBK,LU,14.54,41.7,46.55,63.71,59.36,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,LV",NCONIF,RW_IN_LG,OVBK,LV,2222.4,2647.17,2185.2,3385.39,1546.21,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,MT",NCONIF,RW_IN_LG,OVBK,MT,,0.0,,0.0,0.0,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,NL",NCONIF,RW_IN_LG,OVBK,NL,66.04,120.85,108.2,91.2,88.58,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,NO",NCONIF,RW_IN_LG,OVBK,NO,1.77,2.86,0.99,2.79,6.8,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,PL",NCONIF,RW_IN_LG,OVBK,PL,3121.97,3144.15,3411.75,3141.21,2829.34,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,PT",NCONIF,RW_IN_LG,OVBK,PT,369.55,252.68,28.21,0.0,116.55,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,RO",NCONIF,RW_IN_LG,OVBK,RO,4406.35,4429.92,4457.42,5070.92,3893.9,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,SE",NCONIF,RW_IN_LG,OVBK,SE,234.0,228.0,240.0,240.0,240.0,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,SI",NCONIF,RW_IN_LG,OVBK,SI,497.04,297.38,341.3,267.75,320.48,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,SK",NCONIF,RW_IN_LG,OVBK,SK,1671.38,1666.1,1870.8,1736.47,1044.08,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,OVBK,UK",NCONIF,RW_IN_LG,OVBK,UK,,75.31,87.72,75.29,75.64,,,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,AT",NCONIF,RW_IN_LG,UNBK,AT,280.4,325.52,296.83,295.09,288.47,409.0,397.0,419.0,503.0,596.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,BE",NCONIF,RW_IN_LG,UNBK,BE,,,,,620.0,700.0,740.0,730.0,,,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,BG",NCONIF,RW_IN_LG,UNBK,BG,346.05,374.32,381.68,380.73,330.0,442.0,729.0,758.0,407.0,411.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,CH",NCONIF,RW_IN_LG,UNBK,CH,226.0,231.92,235.75,,272.29,340.63,350.0,576.0,600.0,432.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,CY",NCONIF,RW_IN_LG,UNBK,CY,0.02,0.25,0.39,0.4,1.22,0.51,0.48,0.57,1.0,1.5,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,CZ",NCONIF,RW_IN_LG,UNBK,CZ,,435.0,496.0,710.0,520.0,486.0,497.0,650.0,540.0,253.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,DE",NCONIF,RW_IN_LG,UNBK,DE,2791.6,3526.92,3356.88,3174.94,2409.46,3830.0,3689.0,4825.0,3293.0,3194.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,DK",NCONIF,RW_IN_LG,UNBK,DK,,,152.08,,233.14,93.0,79.76,175.0,186.0,414.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,EE",NCONIF,RW_IN_LG,UNBK,EE,876.67,1005.83,767.0,630.0,477.0,550.0,700.0,420.0,123.0,429.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,EL",NCONIF,RW_IN_LG,UNBK,EL,,,,,98.84,137.88,259.6,156.87,164.0,137.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,ES",NCONIF,RW_IN_LG,UNBK,ES,786.07,1028.51,960.39,972.59,926.14,1465.0,1900.0,1402.0,1546.0,1469.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,EU27_2020",NCONIF,RW_IN_LG,UNBK,EU27_2020,,,28496.81,30202.01,,,31666.21,,,,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,FI",NCONIF,RW_IN_LG,UNBK,FI,1025.9,1090.62,941.27,796.04,684.56,879.57,984.0,1221.55,1204.0,1083.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,FR",NCONIF,RW_IN_LG,UNBK,FR,4445.79,4825.09,4560.75,4413.32,4624.94,5177.55,5057.21,8576.76,6966.26,7223.16,8635.49,8502.94
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,HR",NCONIF,RW_IN_LG,UNBK,HR,1877.34,1956.61,1958.57,2101.0,1708.0,1795.0,1603.0,1570.0,1369.0,1000.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,HU",NCONIF,RW_IN_LG,UNBK,HU,1099.59,1189.24,999.64,1047.38,862.8,1024.0,1394.0,1274.3,1045.0,1125.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,IE",NCONIF,RW_IN_LG,UNBK,IE,,,3.06,1.06,2.95,6.0,18.0,5.4,20.0,25.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,IS",NCONIF,RW_IN_LG,UNBK,IS,,,,0.01,,0.0,0.0,0.0,0.0,0.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,IT",NCONIF,RW_IN_LG,UNBK,IT,,721.44,381.35,,700.81,761.74,979.0,1361.0,1537.0,1382.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,LI",NCONIF,RW_IN_LG,UNBK,LI,0.12,0.14,0.13,0.83,1.0,3.5,,,1.0,2.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,LT",NCONIF,RW_IN_LG,UNBK,LT,1010.0,1209.0,1116.0,1270.0,1061.61,1475.0,1355.0,1000.0,860.0,159.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,LU",NCONIF,RW_IN_LG,UNBK,LU,12.36,35.44,40.48,,53.97,43.02,41.76,50.7,,,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,LV",NCONIF,RW_IN_LG,UNBK,LV,1852.0,2205.98,1821.0,3077.63,1288.51,2486.0,3488.4,1962.0,1284.0,1000.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,MT",NCONIF,RW_IN_LG,UNBK,MT,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,NL",NCONIF,RW_IN_LG,UNBK,NL,56.61,103.87,92.9,78.3,76.0,93.34,103.0,131.0,208.0,204.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,NO",NCONIF,RW_IN_LG,UNBK,NO,1.54,2.6,0.83,2.33,5.67,4.34,8.03,8.78,15.0,11.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,PL",NCONIF,RW_IN_LG,UNBK,PL,2810.06,2830.02,3070.88,3072.51,2546.66,2697.0,2597.0,2210.0,1850.0,1542.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,PT",NCONIF,RW_IN_LG,UNBK,PT,295.64,202.14,22.57,94.06,95.57,114.39,190.0,42.0,368.0,415.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,RO",NCONIF,RW_IN_LG,UNBK,RO,4149.0,4239.1,4205.11,4680.46,3473.6,3604.0,3265.0,2723.5,1579.0,2500.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,SE",NCONIF,RW_IN_LG,UNBK,SE,200.0,200.0,200.0,200.0,200.0,200.0,500.0,410.0,400.0,400.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,SI",NCONIF,RW_IN_LG,UNBK,SI,467.22,279.54,320.82,251.68,301.25,289.97,352.0,334.0,309.0,325.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,SK",NCONIF,RW_IN_LG,UNBK,SK,1519.43,1514.63,1559.0,1447.06,931.85,1169.75,747.0,778.0,714.0,773.0,,
"A,NCONIF,RW_IN_LG,THS_M3,UNBK,UK",NCONIF,RW_IN_LG,UNBK,UK,56.49,65.89,76.74,65.87,66.18,56.0,121.0,174.0,259.0,306.0,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,AT",NCONIF,RW_IN_O,OVBK,AT,0.0,0.0,0.0,0.0,0.0,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,BE",NCONIF,RW_IN_O,OVBK,BE,,,,,55.0,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,BG",NCONIF,RW_IN_O,OVBK,BG,12.12,13.1,14.28,20.0,20.0,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,CH",NCONIF,RW_IN_O,OVBK,CH,3.23,4.31,5.89,,4.9,,,,,,,
"A,NCONIF,RW_IN_O,THS_M3,OVBK,CY",NCONIF,RW_IN_O,OVBK,CY,,,,0.02,0.01,,,,,,,
